sensor_zone_1_1,sensor_zone_1_2,sensor_zone_1_3,sensor_zone_1_4,sensor_zone_1_5,sensor_zone_2_1,sensor_zone_2_2,sensor_zone_2_3,sensor_zone_2_4,sensor_zone_2_5,sensor_zone_3_1,sensor_zone_3_2,sensor_zone_3_3,sensor_zone_3_4,sensor_zone_3_5,sensor_zone_4_1,sensor_zone_4_2,sensor_zone_4_3,sensor_zone_4_4,sensor_zone_4_5,sensor_zone_5_1,sensor_zone_5_2,sensor_zone_5_3,sensor_zone_5_4,sensor_zone_5_5,sensor_network
9.419949633961938,9.951034790010448,5.753211007800212,9.609700581432833,9.435137933968138,8.364425797183978,10.0,10.0,10.21849395568817,10.126909394134636,5.570608704047605,10.0,10.0,10.0,5.899886969274822,10.143683183168402,8.75,10.0,10.0,9.148893486285814,9.777394101361642,9.701691569819243,5.833549853479366,9.954361155504303,9.371439025398312,8.575266319617636
9.846698055010876,9.85457284751826,5.777412324671095,9.204447764288481,9.734408820586344,9.184567533825296,8.171718456759328,7.341450851074322,8.50854032393935,9.966467072977286,5.676854226637711,7.179024347796771,10.0,6.243689379557342,5.899218732868002,10.044452657431371,8.143206133157001,7.667139960345162,7.739216804541393,9.156190697120266,9.721988687053154,8.95267103518132,5.836707954390678,9.821437823747932,9.654473313549403,8.25413162723093
9.085905574131573,9.93884143195521,6.0712742983704855,8.935958429352414,9.572382178063833,9.180871352184663,7.87154157769075,6.076747120285636,8.656499255680377,10.00782525266642,5.754871555460044,6.062257194813831,10.114118067849963,6.449546541865373,5.9023105679189785,9.957570094246538,7.9370677368349805,6.282031564167766,7.944823768445472,9.07295441569564,9.728619642895842,9.69238980843097,5.889605110607308,9.8995493990283,9.364928193997079,7.92327898126868
9.54302823827434,10.045781192415228,6.046221374146861,9.200129453114856,9.728486923224388,9.36362379276502,7.601116674999706,5.840153032007877,8.17155642882741,9.874246893398922,6.0233001964437065,5.905607219355239,6.5852228356845774,6.318642152491574,5.75644261423187,9.933465613193366,8.386159715623375,6.026622440449371,8.362323191081394,9.40920378103268,9.679555786456204,9.058971524843946,5.818542705559192,9.968711663891566,9.718972598935617,7.519495814480605
9.545502836182768,9.969744494741086,5.729328072481124,9.321307277299441,9.346782029790027,8.959448842169426,8.30695218730788,6.090550351072759,7.836683210473615,9.994222863385726,5.898123830681702,6.102498918541319,5.618703551874567,6.14168437861578,5.5723344744799865,9.867538464835336,8.420487242175202,5.884876158261185,8.035781455304237,9.13291752286817,9.739779887197361,9.085365573887756,5.903191170440223,9.976733022072311,9.214118969101566,7.1361117862577395
9.741702980885538,9.819595621378545,5.925342522662248,9.017374160665131,9.896469467187044,9.240851053818501,8.15877869189876,6.342881453043734,7.691881929192131,9.97252668464854,5.983810138343271,6.313004769441652,5.1178391625889095,6.121915600314527,5.511032837238889,10.052950204122812,7.523667946464256,6.085056959879218,7.422069270959593,9.03930622200647,9.652811956540761,9.41486542454944,5.815633765174533,9.916636090090156,9.465977415096859,6.872165382991321
9.277823689717614,9.9568887859822,6.110143314297108,9.292290290401432,9.397354791076562,9.083490584236193,7.819681703061339,6.373062041384432,7.744559839815556,10.102500267633133,6.367875431077387,6.46575889623901,5.046229473037862,5.83143387144883,5.98172434909978,9.62959798137217,8.059255749592097,5.973326880692615,7.975552932618367,9.578089099335093,9.96894709661016,9.26176675103481,6.016298873873352,10.066584983167752,9.661826286924173,6.843965675024268
9.746872842634678,9.712957513273148,6.139781959432674,9.44634566356827,9.395415462399697,9.360421400343668,8.314663303962762,5.8569725483544275,8.072786303784927,9.226270045572235,6.411513419615355,6.396119984610806,4.937153400339407,5.581488963894835,6.279591879509623,8.966647757327856,7.948713258573568,5.786176577225772,7.901020486280149,9.527180922828562,9.609873238568202,8.99305362455807,6.3383128734974665,9.500881779059238,9.437716896105169,6.817167241251466
9.193069264376213,8.94690894882348,6.124674865309535,9.444417514237799,9.496149368017818,9.004790346867239,7.711856257860506,6.040328825608072,8.169037419775751,8.259734892909202,6.053642067114693,6.0284214750526015,4.690785887254765,4.728782555807038,6.106799544309178,8.732868289034588,7.647507158246441,6.059794761573927,8.126556800967464,9.499630201710039,9.385018583237203,9.359191884321033,6.554050854233202,8.969230144940422,9.649321269706135,6.708078155022898
9.101801363679451,8.772431114840199,6.174634897241381,9.67308064029365,9.625994963821908,9.29838923002575,7.697752792537783,5.56901795223591,8.170710222905567,8.83687092070956,6.123887688687339,5.923332424170759,4.572364722482897,4.710531316086893,5.828570074160752,8.928742485557848,7.938398350403664,5.66656767501151,8.198805540988943,9.763622194659312,9.483214103833248,9.863591064035855,6.08652333065722,8.418197658151643,9.429178867023609,6.598015111669126
