sensor_zone_1_1,sensor_zone_1_2,sensor_zone_1_3,sensor_zone_1_4,sensor_zone_1_5,sensor_zone_2_1,sensor_zone_2_2,sensor_zone_2_3,sensor_zone_2_4,sensor_zone_2_5,sensor_zone_3_1,sensor_zone_3_2,sensor_zone_3_3,sensor_zone_3_4,sensor_zone_3_5,sensor_zone_4_1,sensor_zone_4_2,sensor_zone_4_3,sensor_zone_4_4,sensor_zone_4_5,sensor_zone_5_1,sensor_zone_5_2,sensor_zone_5_3,sensor_zone_5_4,sensor_zone_5_5
3782.3429506672596,2183.401722771388,5630.2071753176,1972.0710127628033,4502.333584987339,2759.175872709233,0.0,0.0,35.54139499582862,2147.808160544751,4782.011901988632,0.0,0.0,0.0,4310.339323713123,2088.070853779967,25.6,0.0,0.0,3093.759958731688,2364.3934242824726,2401.537359156724,4520.584511083625,1844.6130256850643,3916.249396636671
4286.579042009479,3993.978558164992,10993.809701293185,4278.195189364099,7923.446541284781,4121.379427169798,2002.7469714040162,1921.8716019903422,2272.285737939312,5529.718353820528,11960.582360907418,1516.6417035246034,0.0,1393.0640191380012,10485.743444173442,3232.0014998185507,1197.5252733790066,1643.0211969233408,2202.2112778446312,4602.412218976353,5681.601029316167,4273.315996977241,8660.02821049714,4721.88964541153,7513.909731706698
6117.787123337404,4583.265963849591,10395.039430909674,5339.301853806317,7640.389040987774,4753.777125858335,7964.583932517004,12449.481114663025,8285.846223946011,5865.147685959245,9569.98146648319,11546.436474158087,191.9909142930872,11882.451789408215,11487.754872759622,4054.6284230780193,6297.515089098571,11052.129323627789,8889.27138660936,4073.997822996315,6934.247221346546,3404.105535714828,12620.734449193638,4995.9817498694565,6947.243217704716
6890.602927034416,4705.074011131155,9286.871905648286,4063.7379159348347,6607.739032008601,3792.222328814891,7750.699215442881,20091.072162024826,12458.888610404743,5342.310841651916,11257.301232716954,18177.226690597094,20270.470585954183,21411.7164152938,12353.919117292851,4435.381029865651,9454.65440810385,20367.032585761845,11063.854297957025,5066.50484271218,6045.156506483012,5086.955571664257,12569.061389171264,5666.631067945095,5498.915583315869
6506.662063037141,4486.994753938139,9460.875828265107,6311.023914079308,7120.281845910564,4678.650609572858,10480.830025352445,22492.06919849854,11734.640992247112,3730.1775233596536,11801.425654276494,21752.92208019371,67954.58522019483,24689.101119224426,12253.465089284047,4088.11514553234,10031.240609091301,27417.660005412963,11769.69366612713,5122.207464762174,5873.477259027278,6205.289609514724,11441.770195382518,5254.948886721777,5143.290017764069
5828.963477449136,4653.801277461846,10859.280540348715,6556.03820072601,6837.854007160953,4319.7150726597465,13048.825548953017,29354.76827454277,15836.737457187593,4422.624518625868,10555.115740779305,31179.631511799547,81132.1449696572,35168.55498023331,10796.876440276013,5333.486169466642,15901.353243560838,34991.30174465004,13088.825620737129,6969.674965837314,7196.852648389165,5915.958394706927,10445.980972400745,4375.4977008086535,7453.545954036635
7399.25572984131,5599.064293773204,13316.16258971158,6247.549729398773,7674.602191947235,7176.890291518499,18649.508774929614,36914.69253998087,19565.397844084262,5479.430008951697,12330.508419705746,37267.28525445195,81911.41712219607,41935.459723191365,14258.042455173836,6374.60739947436,20021.510172564038,43447.84643308073,18793.894154074853,6630.931006221075,5929.630956549746,5072.782343678375,12133.260405416762,5025.95140271382,8093.1594206094305
8525.592964216452,7577.794602634381,18941.874329597427,8159.805699435151,8754.87361812154,10871.09113609884,19096.509871671264,42276.89989404898,20331.037393380117,8182.662747019821,16023.340083487747,38078.437942564786,86038.64631979646,45816.67440327817,17726.92119751304,7304.0468964708225,19858.59646492969,45912.56342464743,20790.764002191565,7935.184492830826,9418.36733229973,8215.76182069097,17463.856244193958,7757.01025772105,11253.134282228833
10397.943536515075,8058.57494616214,17636.826465916452,9421.974869317326,8687.399120067657,11403.762328476976,21160.488361099455,45569.53054538112,19829.83961660131,6636.103258382454,18174.612848616693,41456.33293787032,87721.22997200889,53282.328195152746,20966.960461622468,8280.301714865525,20247.02737815191,46041.926174918735,18558.85965634483,8187.318996808376,12776.878434102236,9174.18854776548,17888.714647447076,10176.86332544622,10148.715102699814
12848.222416700957,10286.375074519867,21515.991362821773,7600.554097188815,10681.440603438758,9817.835624145264,21683.061638363604,46637.074464849866,18579.000354533255,8752.695948919425,16974.699142160727,42229.97908552392,94233.5845473786,53979.186083431385,16055.204169870778,7294.519243647282,21473.930577503885,46198.04297899196,20497.42045221435,8976.66217948429,11627.600154526923,10515.704581797007,16499.6534613996,10554.727171319933,11155.753660988341
