Cpt_1,Cpt_2,Cpt_3,Cpt_4,Cpt_5,Cpt_6,Cpt_7,Cpt_8,Cpt_9
10.0,10.0,10,5.7007032105175925,10.0,10.0,9.629931749702612,10,10.0
10.0,10.103153589352498,10,5.1183437519511195,7.147816429124376,10.0,9.91425718825631,10,10.0
5.479808970851863,10.276285115758794,10,5.000000000000002,6.331043319890969,7.015483110786999,9.941421356237292,10,11.656536573122969
5.045734562650384,10.276285115758794,10,5.000000000000002,3.1832409132329533,5.1691833366236555,9.941421356237292,10,8.987639826016965
5.000000000000002,10.276285115758794,10,5.000000000000002,1.8583785429005517,5.177054846935366,9.941421356237292,10,8.663290408346887
5.000000000000002,10.276285115758794,10,5.000000000000002,1.2596806608099962,5.162900554301847,9.941421356237292,10,6.6622339145872145
5.000000000000002,10.276285115758794,10,3.8347116632034868,1.2023291915994332,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,1.5544536377517202,1.1789750547967026,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.5723718476801366,1.156351448793124,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.1419381183242896,1.1345819979705238,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.1134884944880359,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0915337293752334,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0691760250120363,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822639819018,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0670822652357659,5.057623666117452,9.941421356237292,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.061807132692436,5.057623666117452,8.420294299033547,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.0885686454905261,5.057623666117452,5.8416248236052315,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.09983067552623005,1.2120385316189861,5.057623666117452,4.3825922512554785,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.18810518243508748,1.5525495232137094,5.057623666117452,3.4266979837458593,10,7.999759542342264
5.000000000000002,10.276285115758794,10,0.5883977513044144,1.5699425473987372,4.883148283914993,2.750042615177005,10,9.441521252937786
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.048916726575821,2.2865894291824014,10,8.33317403155787
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,1.9317589066502345,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,1.6359860390835932,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,1.3874469603952864,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,1.2035615117288154,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,1.0488400009262246,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.9060490256318302,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.819463496291685,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987372,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
5.000000000000002,10.276285115758794,10,0.6635121817523782,1.5699425473987367,5.063655355475032,0.8187052881607187,10,8.29417343651355
